"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","Image","word","target","test","image_start","word_start","Valence","Matchness","exp_condition","screen_id"
"","","","","","psychophysics","314","1052469","0.0-9.0-0.0-0.0-0.2-0.250","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","315","1055469","0.0-9.0-0.0-0.0-0.2-0.251","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","316","1058465","0.0-9.0-0.0-0.0-0.2-0.252","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","317","1061466","0.0-9.0-0.0-0.0-0.2-0.253","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","318","1064469","0.0-9.0-0.0-0.0-0.2-0.254","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","319","1067466","0.0-9.0-0.0-0.0-0.2-0.255","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","320","1070468","0.0-9.0-0.0-0.0-0.2-0.256","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","321","1073469","0.0-9.0-0.0-0.0-0.2-0.257","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","322","1076138","0.0-9.0-0.0-0.0-0.2-0.258","null","","null","","","","","","","","","","","","","key","null","16.637777777776744","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","323","1079466","0.0-9.0-0.0-0.0-0.2-0.259","null","","null","","","","","","","","","","","","","key","null","16.6659999999952","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","324","1082469","0.0-9.0-0.0-0.0-0.2-0.260","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","325","1085468","0.0-9.0-0.0-0.0-0.2-0.261","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","326","1088465","0.0-9.0-0.0-0.0-0.2-0.262","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","327","1091469","0.0-9.0-0.0-0.0-0.2-0.263","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","328","1094468","0.0-9.0-0.0-0.0-0.2-0.264","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","329","1097466","0.0-9.0-0.0-0.0-0.2-0.265","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","330","1100466","0.0-9.0-0.0-0.0-0.2-0.266","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","331","1103465","0.0-9.0-0.0-0.0-0.2-0.267","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","332","1106469","0.0-9.0-0.0-0.0-0.2-0.268","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","333","1109468","0.0-9.0-0.0-0.0-0.2-0.269","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
"","","","","","psychophysics","334","1112465","0.0-9.0-0.0-0.0-0.2-0.270","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","335","1115468","0.0-9.0-0.0-0.0-0.2-0.271","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","336","1118469","0.0-9.0-0.0-0.0-0.2-0.272","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","337","1121465","0.0-9.0-0.0-0.0-0.2-0.273","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","338","1124468","0.0-9.0-0.0-0.0-0.2-0.274","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","339","1127466","0.0-9.0-0.0-0.0-0.2-0.275","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","340","1130465","0.0-9.0-0.0-0.0-0.2-0.276","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","341","1133469","0.0-9.0-0.0-0.0-0.2-0.277","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","342","1136468","0.0-9.0-0.0-0.0-0.2-0.278","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","343","1189467","0.0-9.0-0.0-0.0-0.2-0.279","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","344","1192125","0.0-9.0-0.0-0.0-0.2-0.280","null","","null","","","","","","","","","","","","","key","null","16.644427083333238","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","345","1195468","0.0-9.0-0.0-0.0-0.2-0.281","null","","null","","","","","","","","","","","","","key","null","16.665999999998377","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","346","1198136","0.0-9.0-0.0-0.0-0.2-0.282","null","","null","","","","","","","","","","","","","key","null","16.66599999999959","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","347","1199920","0.0-9.0-0.0-0.0-0.2-0.283","630","","j","","","","","","","","","","","","","key","j","16.66599999999938","720","446","j","true","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","348","1201887","0.0-9.0-0.0-0.0-0.2-0.284","815","","j","","","","","","","","","","","","","key","j","16.72769827586157","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","349","1203769","0.0-9.0-0.0-0.0-0.2-0.285","726","","j","","","","","","","","","","","","","key","j","16.665999999999517","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","350","1205686","0.0-9.0-0.0-0.0-0.2-0.286","764","","j","","","","","","","","","","","","","key","j","16.66599999999924","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","351","1207633","0.0-9.0-0.0-0.0-0.2-0.287","796","","j","","","","","","","","","","","","","key","j","16.666000000000448","720","446","j","true","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","352","1209405","0.0-9.0-0.0-0.0-0.2-0.288","618","","j","","","","","","","","","","","","","key","j","16.665999999999677","720","446","j","true","3_Stimuli/T_ambi40.png","自我","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","353","1212466","0.0-9.0-0.0-0.0-0.2-0.289","null","","null","","","","","","","","","","","","","key","null","16.66599999999699","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Image","Word","1000","1150","朋友","Mismatch","Formal",""
"","","","","","psychophysics","354","1215464","0.0-9.0-0.0-0.0-0.2-0.290","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Word","Image","1150","1000","他人","Mismatch","Formal",""
"","","","","","psychophysics","355","1218464","0.0-9.0-0.0-0.0-0.2-0.291","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Image","Word","1000","1150","自我","Match","Formal",""
"","","","","","psychophysics","356","1221469","0.0-9.0-0.0-0.0-0.2-0.292","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","357","1224468","0.0-9.0-0.0-0.0-0.2-0.293","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","358","1227465","0.0-9.0-0.0-0.0-0.2-0.294","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Image","Word","1000","1150","朋友","Match","Formal",""
"","","","","","psychophysics","359","1230466","0.0-9.0-0.0-0.0-0.2-0.295","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","360","1233465","0.0-9.0-0.0-0.0-0.2-0.296","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","朋友","Word","Image","1150","1000","自我","Mismatch","Formal",""
"","","","","","psychophysics","361","1236469","0.0-9.0-0.0-0.0-0.2-0.297","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/S_ambi40.png","他人","Image","Word","1000","1150","自我","Mismatch","Formal",""
"","","","","","psychophysics","362","1239465","0.0-9.0-0.0-0.0-0.2-0.298","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","他人","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","363","1242469","0.0-9.0-0.0-0.0-0.2-0.299","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/T_ambi40.png","朋友","Image","Word","1000","1150","他人","Mismatch","Formal",""
"","","","","","psychophysics","364","1245470","0.0-9.0-0.0-0.0-0.2-0.300","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/S_ambi40.png","自我","Word","Image","1150","1000","自我","Match","Formal",""
"","","","","","psychophysics","365","1248466","0.0-9.0-0.0-0.0-0.2-0.301","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","j","false","3_Stimuli/C_ambi40.png","自我","Word","Image","1150","1000","朋友","Mismatch","Formal",""
"","","","","","psychophysics","366","1251469","0.0-9.0-0.0-0.0-0.2-0.302","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Word","Image","1150","1000","他人","Match","Formal",""
"","","","","","psychophysics","367","1254466","0.0-9.0-0.0-0.0-0.2-0.303","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/T_ambi40.png","他人","Image","Word","1000","1150","他人","Match","Formal",""
"","","","","","psychophysics","368","1257468","0.0-9.0-0.0-0.0-0.2-0.304","null","","null","","","","","","","","","","","","","key","null","NaN","720","446","f","false","3_Stimuli/C_ambi40.png","朋友","Word","Image","1150","1000","朋友","Match","Formal",""
